KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y,2023-02-14,3.2648513641308403,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y10M,2023-02-14,3.2606790258006693,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y11M,2023-02-14,3.2602374789795507,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y1M,2023-02-14,3.2644548705504954,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y2M,2023-02-14,3.264053614170527,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y3M,2023-02-14,3.2636476536120913,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y4M,2023-02-14,3.263237046962274,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y5M,2023-02-14,3.262821851778364,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y6M,2023-02-14,3.2624021250921063,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y7M,2023-02-14,3.261977923413933,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y8M,2023-02-14,3.261549302737166,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_27Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_27Y9M,2023-02-14,3.2611163185422036,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 27-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 27-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y,2023-02-14,3.2597917320453074,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y10M,2023-02-14,3.2551147793233213,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y11M,2023-02-14,3.254626253817085,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y1M,2023-02-14,3.259341838467951,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y2M,2023-02-14,3.2588878512251034,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y3M,2023-02-14,3.2584298228060384,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y4M,2023-02-14,3.2579678052156784,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y5M,2023-02-14,3.257501849978589,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y6M,2023-02-14,3.25703200814293,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y7M,2023-02-14,3.256558330284395,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y8M,2023-02-14,3.256080866510117,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_28Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_28Y9M,2023-02-14,3.2555996664625475,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 28-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 28-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y,2023-02-14,3.2541341382153046,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y10M,2023-02-14,3.2490258301354604,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y11M,2023-02-14,3.2484972835243644,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y1M,2023-02-14,3.2536384803400464,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y2M,2023-02-14,3.253139327567734,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y3M,2023-02-14,3.2526367268328804,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y4M,2023-02-14,3.252130724631791,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y5M,2023-02-14,3.2516213670262455,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y6M,2023-02-14,3.251108699647151,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y7M,2023-02-14,3.250592767698173,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y8M,2023-02-14,3.2500736159593377,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_29Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_29Y9M,2023-02-14,3.249551288790613,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 29-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 29-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y,2023-02-14,2.9304807572551206,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y10M,2023-02-14,2.880600229323848,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y11M,2023-02-14,2.8782558606673536,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y1M,2023-02-14,2.9232825618850504,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y2M,2023-02-14,2.916541397820159,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y3M,2023-02-14,2.9102878101110776,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y4M,2023-02-14,2.9045393506121147,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y5M,2023-02-14,2.899303332274474,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y6M,2023-02-14,2.8945790801262983,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y7M,2023-02-14,2.8903597658603757,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y8M,2023-02-14,2.8866338983197264,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_2Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_2Y9M,2023-02-14,2.8833865299751413,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 2-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 2-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_30Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_30Y,2023-02-14,3.2479656920783317,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 30-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 30-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3M,2023-02-14,2.5640062605038647,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-month maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y,2023-02-14,2.8763332056688697,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year maturity - Euro, provided by ECB",PCPA,0
